X,Y,value
1714493.6,3999503.7,0.0
1720493.6,4067503.7,0.0
1720493.6,4071503.7,0.0
1722493.6,4071503.7,0.0
1748493.6,4115503.7,0.0
1750493.6,4111503.7,0.0
1750493.6,4115503.7,0.0
1750493.6,4117503.7,0.0
1750493.6,4119503.7,0.0
1752493.6,4125503.7,0.0
1752493.6,4127503.7,0.0
1754493.6,4095503.7,0.0
1756493.6,4115503.7,0.0
1756493.6,4135503.7,0.0
1758493.6,4119503.7,0.0
1760493.6,4095503.7,0.0
1760493.6,4097503.7,0.0
1760493.6,4117503.7,0.0
1760493.6,4119503.7,0.0
1762493.6,4073503.7,0.0
1762493.6,4095503.7,0.0
1762493.6,4121503.7,0.0
1764493.6,4115503.7,0.0
1766493.6,4095503.7,0.0
1766493.6,4097503.7,0.0
1766493.6,4099503.7,0.0
1766493.6,4101503.7,0.0
1766493.6,4105503.7,0.0
1766493.6,4107503.7,0.0
1766493.6,4115503.7,0.0
1766493.6,4127503.7,0.0
1766493.6,4133503.7,0.0
1766493.6,4135503.7,0.0
1768493.6,4097503.7,0.0
1768493.6,4099503.7,0.0
1768493.6,4103503.7,0.0
1768493.6,4113503.7,0.0
1768493.6,4119503.7,0.0
1768493.6,4135503.7,0.0
1770493.6,4071503.7,0.0
1770493.6,4073503.7,0.0
1770493.6,4099503.7,0.0
1770493.6,4101503.7,0.0
1770493.6,4109503.7,0.0
1770493.6,4111503.7,0.0
1770493.6,4113503.7,0.0
1770493.6,4115503.7,0.0
1770493.6,4117503.7,0.0
1770493.6,4119503.7,0.0
1770493.6,4121503.7,0.0
1772493.6,4071503.7,0.0
1772493.6,4073503.7,0.0
1772493.6,4101503.7,0.0
1772493.6,4103503.7,0.0
1772493.6,4105503.7,0.0
1772493.6,4107503.7,0.0
1772493.6,4111503.7,0.0
1772493.6,4113503.7,0.0
1772493.6,4115503.7,0.0
1772493.6,4119503.7,0.0
1772493.6,4121503.7,0.0
1772493.6,4123503.7,0.0
1774493.6,4095503.7,0.0
1774493.6,4099503.7,0.0
1774493.6,4101503.7,0.0
1774493.6,4103503.7,0.0
1774493.6,4105503.7,0.0
1774493.6,4107503.7,0.0
1774493.6,4111503.7,0.0
1774493.6,4113503.7,0.0
1774493.6,4119503.7,0.0
1774493.6,4121503.7,0.0
1774493.6,4123503.7,0.0
1776493.6,4093503.7,0.0
1776493.6,4095503.7,0.0
1776493.6,4097503.7,0.0
1776493.6,4099503.7,0.0
1776493.6,4101503.7,0.0
1776493.6,4103503.7,0.0
1776493.6,4105503.7,0.0
1776493.6,4107503.7,0.0
1776493.6,4109503.7,0.0
1776493.6,4113503.7,0.0
1776493.6,4115503.7,0.0
1776493.6,4117503.7,0.0
1776493.6,4123503.7,0.0
1776493.6,4127503.7,0.0
1776493.6,4133503.7,0.0
1778493.6,4089503.7,0.0
1778493.6,4093503.7,0.0
1778493.6,4095503.7,0.0
1778493.6,4097503.7,0.0
1778493.6,4101503.7,0.0
1778493.6,4103503.7,0.0
1778493.6,4105503.7,0.0
1778493.6,4107503.7,0.0
1778493.6,4109503.7,0.0
1778493.6,4111503.7,0.0
1778493.6,4113503.7,0.0
1778493.6,4115503.7,0.0
1778493.6,4117503.7,0.0
1778493.6,4133503.7,0.0
1780493.6,4091503.7,0.0
1780493.6,4093503.7,0.0
1780493.6,4095503.7,0.0
1780493.6,4097503.7,0.0
1780493.6,4099503.7,0.1664251135350469
1780493.6,4101503.7,0.1761542842483314
1780493.6,4103503.7,0.0
1780493.6,4107503.7,0.0
1780493.6,4109503.7,0.0
1780493.6,4111503.7,0.1740982944080676
1780493.6,4113503.7,0.16882008684100475
1780493.6,4115503.7,0.16134544460291536
1780493.6,4117503.7,0.0
1782493.6,4089503.7,0.0
1782493.6,4091503.7,0.168438227566696
1782493.6,4093503.7,0.0
1782493.6,4095503.7,0.16730885202276494
1782493.6,4097503.7,0.17115281531524237
1782493.6,4099503.7,0.0
1782493.6,4101503.7,0.0
1782493.6,4103503.7,0.16525725615166703
1782493.6,4105503.7,0.16510407312640885
1782493.6,4107503.7,0.1642394805803369
1782493.6,4109503.7,0.0
1782493.6,4111503.7,0.1750467922743245
1782493.6,4113503.7,0.16899845475474926
1782493.6,4115503.7,0.16986338516000418
1782493.6,4117503.7,0.1602899311106574
1782493.6,4119503.7,0.0
1782493.6,4121503.7,0.0
1784493.6,4089503.7,0.0
1784493.6,4091503.7,0.0
1784493.6,4093503.7,0.0
1784493.6,4095503.7,0.1461160691713306
1784493.6,4097503.7,0.0
1784493.6,4099503.7,0.15784346660550158
1784493.6,4103503.7,0.0
1784493.6,4105503.7,0.16455191916296721
1784493.6,4107503.7,0.0
1784493.6,4109503.7,0.16297023061319366
1784493.6,4111503.7,0.1624685073944643
1784493.6,4113503.7,0.0
1784493.6,4115503.7,0.0
1784493.6,4117503.7,0.0
1784493.6,4119503.7,0.0
1784493.6,4121503.7,0.0
1784493.6,4127503.7,0.1512369433816024
1786493.6,4089503.7,0.0
1786493.6,4091503.7,0.0
1786493.6,4093503.7,0.17159848316933626
1786493.6,4095503.7,0.0
1786493.6,4097503.7,0.0
1786493.6,4101503.7,0.0
1786493.6,4103503.7,0.0
1786493.6,4107503.7,0.0
1786493.6,4109503.7,0.0
1786493.6,4111503.7,0.0
1786493.6,4113503.7,0.1617489008636428
1786493.6,4115503.7,0.0
1786493.6,4117503.7,0.0
1786493.6,4119503.7,0.1595353353987167
1786493.6,4121503.7,0.0
1786493.6,4123503.7,0.0
1786493.6,4127503.7,0.15173952308194966
1786493.6,4129503.7,0.0
1788493.6,4089503.7,0.0
1788493.6,4091503.7,0.0
1788493.6,4093503.7,0.0
1788493.6,4097503.7,0.0
1788493.6,4099503.7,0.0
1788493.6,4101503.7,0.1693639083588507
1788493.6,4103503.7,0.0
1788493.6,4105503.7,0.0
1788493.6,4107503.7,0.0
1788493.6,4109503.7,0.163877854944878
1788493.6,4111503.7,0.16319195985970678
1788493.6,4113503.7,0.16097862297885623
1788493.6,4115503.7,0.16113254432257498
1788493.6,4117503.7,0.0
1788493.6,4119503.7,0.15882252236974115
1788493.6,4121503.7,0.15874259822288422
1788493.6,4123503.7,0.0
1788493.6,4125503.7,0.0
1788493.6,4127503.7,0.0
1788493.6,4129503.7,0.0
1790493.6,4091503.7,0.0
1790493.6,4099503.7,0.0
1790493.6,4101503.7,0.0
1790493.6,4103503.7,0.0
1790493.6,4105503.7,0.0
1790493.6,4107503.7,0.0
1790493.6,4109503.7,0.13588231414705793
1790493.6,4111503.7,0.16191824105345828
1790493.6,4113503.7,0.16100775571042128
1790493.6,4115503.7,0.16107337721955253
1790493.6,4117503.7,0.1258315726145957
1790493.6,4119503.7,0.0
1790493.6,4121503.7,0.0
1790493.6,4123503.7,0.0
1790493.6,4139503.7,0.0
1792493.6,4099503.7,0.0
1792493.6,4101503.7,0.0
1792493.6,4105503.7,0.0
1792493.6,4107503.7,0.0
1792493.6,4111503.7,0.0
1792493.6,4113503.7,0.1047273997156961
1792493.6,4115503.7,0.16671506696993224
1792493.6,4117503.7,0.16715811695294694
1792493.6,4119503.7,0.1663803645504188
1792493.6,4121503.7,0.0
1792493.6,4123503.7,0.0
1792493.6,4125503.7,0.0
1792493.6,4129503.7,0.0
1792493.6,4133503.7,0.0
1792493.6,4135503.7,0.0
1792493.6,4141503.7,0.0
1792493.6,4145503.7,0.0
1794493.6,4101503.7,0.0
1794493.6,4103503.7,0.0
1794493.6,4107503.7,0.17077081236892605
1794493.6,4109503.7,0.0
1794493.6,4113503.7,0.16185272104202297
1794493.6,4115503.7,0.16775592564831732
1794493.6,4117503.7,0.0
1794493.6,4119503.7,0.1588963623411877
1794493.6,4121503.7,0.1578737513368256
1794493.6,4123503.7,0.15687903627438562
1794493.6,4125503.7,0.0
1794493.6,4127503.7,0.0
1794493.6,4129503.7,0.0
1794493.6,4133503.7,0.0
1794493.6,4135503.7,0.0
1796493.6,4075503.7,0.0
1796493.6,4079503.7,0.0
1796493.6,4105503.7,0.0
1796493.6,4107503.7,0.0
1796493.6,4109503.7,0.14419317853976713
1796493.6,4113503.7,0.16666499724396422
1796493.6,4115503.7,0.16428142374216673
1796493.6,4117503.7,0.0
1796493.6,4119503.7,0.0
1796493.6,4121503.7,0.0
1796493.6,4125503.7,0.0
1796493.6,4127503.7,0.0
1796493.6,4131503.7,0.0
1796493.6,4133503.7,0.0
1796493.6,4135503.7,0.0
1796493.6,4137503.7,0.0
1796493.6,4139503.7,0.0
1796493.6,4141503.7,0.0
1798493.6,4087503.7,0.0
1798493.6,4091503.7,0.0
1798493.6,4093503.7,0.0
1798493.6,4095503.7,0.0
1798493.6,4097503.7,0.0
1798493.6,4099503.7,0.0
1798493.6,4105503.7,0.0
1798493.6,4107503.7,0.0
1798493.6,4111503.7,0.0
1798493.6,4113503.7,0.0
1798493.6,4115503.7,0.0
1798493.6,4117503.7,0.0
1798493.6,4119503.7,0.0
1798493.6,4121503.7,0.0
1798493.6,4123503.7,0.0
1798493.6,4125503.7,0.0
1798493.6,4127503.7,0.0
1798493.6,4129503.7,0.0
1798493.6,4131503.7,0.1072745107838164
1798493.6,4133503.7,0.0
1798493.6,4139503.7,0.0
1800493.6,4087503.7,0.0
1800493.6,4089503.7,0.0
1800493.6,4091503.7,0.0
1800493.6,4095503.7,0.0
1800493.6,4099503.7,0.17181003574623277
1800493.6,4111503.7,0.16556216801544402
1800493.6,4113503.7,0.16061147781105636
1800493.6,4115503.7,0.0
1800493.6,4117503.7,0.0
1800493.6,4119503.7,0.0
1800493.6,4125503.7,0.0
1800493.6,4129503.7,0.0
1800493.6,4135503.7,0.0
1802493.6,4099503.7,0.0
1802493.6,4101503.7,0.0
1802493.6,4103503.7,0.0
1802493.6,4111503.7,0.0
1802493.6,4115503.7,0.0
1802493.6,4117503.7,0.0
1802493.6,4119503.7,0.0
1802493.6,4121503.7,0.15321626271493533
1802493.6,4123503.7,0.15732295066835883
1802493.6,4125503.7,0.16213123491958678
1802493.6,4127503.7,0.0
1802493.6,4129503.7,0.0
1802493.6,4131503.7,0.0
1802493.6,4133503.7,0.1616260245149085
1802493.6,4139503.7,0.0
1802493.6,4141503.7,0.0
1802493.6,4143503.7,0.0
1804493.6,4101503.7,0.18058676823698286
1804493.6,4103503.7,0.0
1804493.6,4105503.7,0.0
1804493.6,4117503.7,0.0
1804493.6,4121503.7,0.0
1804493.6,4123503.7,0.16109588955373816
1804493.6,4125503.7,0.0
1804493.6,4127503.7,0.0
1804493.6,4129503.7,0.16467282255686366
1804493.6,4131503.7,0.16307208295739767
1804493.6,4133503.7,0.16208082458325046
1804493.6,4135503.7,0.0
1804493.6,4137503.7,0.0
1804493.6,4141503.7,0.15987163844982707
1806493.6,4099503.7,0.0
1806493.6,4101503.7,0.0
1806493.6,4103503.7,0.0
1806493.6,4105503.7,0.0
1806493.6,4107503.7,0.0
1806493.6,4109503.7,0.0
1806493.6,4121503.7,0.0
1806493.6,4123503.7,0.16708016620697153
1806493.6,4125503.7,0.1649811622361062
1806493.6,4131503.7,0.1676403471788825
1806493.6,4133503.7,0.16669792237988226
1806493.6,4159503.7,0.1352879889786478
1808493.6,4101503.7,0.1799598587733579
1808493.6,4103503.7,0.0
1808493.6,4105503.7,0.0
1808493.6,4107503.7,0.0
1808493.6,4109503.7,0.0
1808493.6,4111503.7,0.0
1808493.6,4113503.7,0.0
1808493.6,4115503.7,0.0
1808493.6,4117503.7,0.0
1808493.6,4119503.7,0.15205017735291806
1808493.6,4123503.7,0.1674531553799979
1808493.6,4125503.7,0.16719331170848303
1808493.6,4127503.7,0.16749457513750038
1808493.6,4129503.7,0.16769959240220023
1808493.6,4133503.7,0.0
1808493.6,4135503.7,0.0
1808493.6,4161503.7,0.13143752066636238
1808493.6,4163503.7,0.13058110118325894
1808493.6,4165503.7,0.13355914006054276
1810493.6,4083503.7,0.0
1810493.6,4085503.7,0.0
1810493.6,4089503.7,0.0
1810493.6,4101503.7,0.0
1810493.6,4103503.7,0.0
1810493.6,4105503.7,0.0
1810493.6,4107503.7,0.0
1810493.6,4109503.7,0.0
1810493.6,4111503.7,0.0
1810493.6,4113503.7,0.0
1810493.6,4123503.7,0.16389609609939648
1810493.6,4125503.7,0.16758089097488466
1810493.6,4127503.7,0.0
1810493.6,4137503.7,0.0
1810493.6,4153503.7,0.13224022099978272
1810493.6,4157503.7,0.13213393381352084
1810493.6,4159503.7,0.1939175238099324
1810493.6,4163503.7,0.1304560733138115
1810493.6,4165503.7,0.13382104379858045
1810493.6,4167503.7,0.13067454549899024
1810493.6,4169503.7,0.0
1810493.6,4171503.7,0.0
1810493.6,4173503.7,0.0
