lon,lat,value
-98.42855782459314,33.01213636987492,78.08748604823528
-98.42820831089556,33.06625559695653,77.91583687461558
-98.42809159840604,33.084295234083974,77.64353536816611
-98.42797478181059,33.102334818570284,77.65355145077184
-98.4277408359552,33.13841382956058,77.65244455326223
-98.42762370652163,33.156453256035185,77.61857318249608
-98.42750647263485,33.17449262980986,97.3837609257
-98.4272716911531,33.21057121920091,77.72511364513211
-98.42703649081162,33.24664959761677,77.88650362066136
-98.4268008709102,33.2827277649409,98.96189887616916
-98.42656483074673,33.31880572105703,78.05375575860545
-98.42644665284679,33.336844619875855,77.65718162829907
-98.42632836961717,33.35488346584925,77.77524034160668
-98.42394044892637,33.715649265686864,75.36909723865332
-98.4238199331898,33.73368699860204,74.89683078744488
-98.42357857972476,33.76976230494332,75.21522273066726
-98.42345774181419,33.787799878341474,74.19091368347071
-98.40714636679256,33.01203650631964,79.03260649084267
-98.40678375894805,33.0661555279652,79.0758632421184
-98.40666267395403,33.08419509655918,78.35620590024102
-98.40654148095423,33.10223461248458,77.6011066287417
-98.40629877057764,33.13831348627063,78.3606124985396
-98.40617725302072,33.156352844101825,78.02434448992533
-98.40605562709774,33.17439214920553,78.49034574937804
-98.40593389271834,33.192431401567084,77.10158108910599
-98.405812049792,33.21047060117182,77.78401113095163
-98.40569009822813,33.2285097480051,78.52349475345248
-98.40556803793596,33.24654884205232,78.48348277099407
-98.40520120378046,33.30066580733177,77.91426011339657
-98.40507870766527,33.31870469008901,77.97714544139303
-98.4049561023662,33.33674351998742,78.06534548846528
-98.40483338779178,33.35478229701252,77.77474761499859
-98.40223097577764,33.733584375358504,75.36096449424907
-98.38573501663939,33.01193297019541,97.23695813216014
-98.38498260688063,33.12017011336531,78.21154654120008
-98.38485681347585,33.13820945277018,78.6068668387839
-98.38473090788584,33.1562487394337,78.45716018094731
-98.38460489001703,33.17428797334117,78.39472261460796
-98.38447875977583,33.192327154477866,96.91446000752978
-98.38435251706845,33.21036628282912,77.90081667091468
-98.38409969387946,33.246444381116596,78.77338679542551
-98.38371961324826,33.30056113229092,78.98976146341433
-98.38359269376764,33.31859994362217,78.60066137305846
