lon,lat,value
-102.61552584181089,35.83465782182154,-0.8212629732433053
-102.29934658451819,35.68155767138742,-0.6922898340858241
-102.30008887381874,35.69956050611931,-0.8212629732433069
-102.30157542874106,35.735565973440956,-0.821262973243307
-102.2772807584151,35.682161006562175,-0.6922898340858243
-102.27801810508646,35.70016423910285,-0.794559608062422
-102.27875610596477,35.71816740444705,-0.8212629732433072
-102.27949476163492,35.73617050256898,-0.793484912397082
-102.25448252448655,35.664756611440346,-0.627301256848119
-102.2552142786892,35.68276030613123,-0.6916799177628691
-102.25594668214733,35.7007639338257,-0.692289834085824
-102.25667973544111,35.7187674944981,-0.7566489645789128
-102.25741343915145,35.736770988122835,-0.7567764036645658
-102.29340769884368,36.600859332492256,-0.4771163070903494
-102.23242033493035,35.665351482695414,-0.7567764036645654
-102.23314714970793,35.683355569711644,-0.7567764036645652
-102.23387460937272,35.70135958990451,-0.7567764036645653
-102.23460271450098,35.719363543248605,-0.7931953288554381
-102.23533146566979,35.737367429718454,-0.8212629732433059
-102.27489520097016,36.69147704954664,-0.4877428892084309
-102.21035750106256,35.665942320236,-0.6922898340858239
-102.21180189113475,35.70195120695856,-0.7567764036645648
-102.21252504752044,35.719955550317415,-0.7931953259519822
-102.21324884556984,35.737959826974325,-0.7567764036645647
-102.21397328585692,35.75596403690404,-0.7782719268574791
-102.24951314397607,36.620087148597776,-0.4768382133607697
-102.18614703584994,35.61251413394236,-0.6504861638308886
-102.18686206501326,35.63051919693701,-0.6922898340858237
-102.18757772862402,35.64852419352611,-0.6922910389518773
-102.18829402724838,35.66652912368462,-0.6922898340858242
-102.18901096145326,35.684533987387475,-0.7352808804716507
-102.1897285318064,35.7025387846096,-0.8212629732433065
-102.19044673887632,35.72054351532594,-0.8212629732433063
-102.19188506544448,35.75655277714115,-0.8212629732433068
-102.19260518608372,35.7745573081899,-0.7613115003635536
-102.19332594572172,35.792561772632695,-0.7987969209130992
-102.20056881337486,35.97260274822765,-0.8117590834223941
-102.201296639959,35.990606478353584,-0.8121016633954726
-102.22718170572806,36.62069470372112,-0.4768382163892231
-102.22943806568793,36.674698417655044,-0.4609255878529769
-102.23700281961702,36.85470638320733,-0.4606062472008971
-102.23928537627434,36.90870744602025,-0.4451234530013482
-102.16338825210435,35.59509023779891,-0.6504861638308899
-102.16480782480191,35.63110119770568,-0.6922898340858236
-102.16551855600251,35.64910657831672,-0.6922898340858242
-102.16622991785378,35.66711189266637,-0.692289834085824
-102.16694191091881,35.685117140729744,-0.7763194244284848
-102.16836779294626,35.72112743789822,-0.778271926857479
-102.1697962066051,35.75713746962323,-0.796280515123358
-102.17122715642819,35.79314723570597,-0.7613115003635531
-102.17194358382127,35.81115201906936,-0.7983834929460869
-102.17914291815393,35.991196191926385,-0.7230238599580538
-102.17986637024987,36.009200242588456,-0.7250019411781172
-102.20484960069165,36.62129808201668,-0.4768382060608223
-102.2055958748164,36.639299781422366,-0.476838251401936
-102.20634281175724,36.657301413204586,-0.4768381413197228
-102.21384877025218,36.8373140063115,-0.4588914727645283
-102.21460303849199,36.85531489260839,-0.4605135581104139
-102.21535797690159,36.87331571098602,-0.4593027464747083
-102.2168698667048,36.909317143885005,-0.4486311184974261
-102.1562707608027,35.97377732069013,-0.8117813644213805
-102.1569885548649,35.99178182267929,-0.8103702372848869
-102.18177639581522,36.60389512536957,-0.4768381922949131
-102.18325792870615,36.63989937339508,-0.4768381404798998
-102.18921043794931,36.78391366575258,-0.4640474800994406
-102.18995747910365,36.80191514817253,-0.458239198636737
-102.19145355311564,36.83791790999374,-0.4608010536944953
-102.19520538501646,36.92792362913101,-0.4461416274691539
-102.15871353553312,36.586487147894196,-0.476838148069595
-102.16091932436463,36.64049478503928,-0.4768381378401884
-102.16683023243212,36.784512189225424,-0.464047482784065
