X,Y,C1
212255.22737461483,4137815.168514752,56.25743591835056
212319.16981509372,4132110.392664402,56.35240661248893
212838.5101475373,4141039.763727381,56.513868671285145
212908.3615537853,4119767.4813093855,56.405861036957056
213189.623742524,4140009.854411493,56.39458116349753
213623.5005954144,4140806.125508548,56.732564085390365
213359.61039896143,4133094.762040157,56.656819660867406
213536.3038999285,3946068.808207349,75.0384724802594
214091.6653301232,3946789.058846015,75.02786078710572
213907.68985765247,3944317.405702395,74.90712803006397
213938.2688486408,3949590.3557302994,74.31310831393631
214763.74119705328,3950537.845861402,74.16654915070247
213964.31223820627,3942830.576228519,73.26001081655401
213970.94062304508,3942847.691346269,73.59226471100965
214109.14954194883,3943069.884655557,73.03558637501159
214674.49668083544,3941521.494187472,73.61724970496475
214820.90567897787,3941230.459190457,72.9638733050006
214896.96340490167,3942820.7172020576,73.20702906778374
214918.9982693523,3942841.305358563,71.7401555191547
214030.6170070088,3924047.591549438,67.2311783003353
214468.33666075792,3924016.316482137,70.40254516280545
214595.45079801325,3923613.645756956,67.35082712043646
214120.11068317867,3960752.117099753,74.73597488209103
214627.9546228233,3960415.736337552,74.27425486652199
214136.46482703948,3956039.306159058,74.775031258339
214959.9172583759,3956010.604081484,74.62113943493388
214190.97649757945,3962581.944604778,74.67938248492727
215039.9190534698,3963029.320033312,74.67074811053055
214527.73141794984,3948259.48545964,75.06079465195859
214529.34730427465,3965788.9303270048,74.279263744074
214792.97351447737,3955081.716655502,74.47987869405124
214928.0691778861,3953493.237218296,74.85478228995518
214821.6781558049,3952449.4515331993,74.2636258501752
215024.3618076184,3952139.496663481,74.78826122839486
214946.4187588173,3958382.704790413,74.52608212482994
214969.5342698324,4141496.7722364953,56.49178654954769
216968.69575861545,3993662.791442764,70.95208513593583
215104.8214805116,3961639.780454575,75.04459251691263
216660.46366298277,3961575.89002116,74.54258122890073
215141.1521071454,3964173.929030627,74.47778258768437
216765.1883658656,3964778.597553768,74.25654561367504
215379.1843684689,3947607.736280245,74.52541146978221
215381.5538280721,3986391.126715432,72.81284367563593
215505.7504703097,3986988.9411265794,72.37683127864905
216689.61211872072,3986244.102252829,73.09454601784107
215465.5710805312,3944351.810868556,73.49238165425233
215639.7861955086,3944917.969802721,72.76758420381829
215650.1563674265,3944143.472219056,70.99021964076938
216108.5246597242,3944071.3271746575,73.2265968517777
216531.392320834,3944487.8145376737,73.34873773694548
216551.57834163465,3945190.1336102304,72.94817849203872
216615.0069467496,3944539.8684951975,73.61257491756565
216745.62279022124,3944557.850478154,72.96312593295481
216907.1362658193,3943551.9822798097,72.20563961711338
215526.5643495081,4138991.016247786,56.50364551260562
215528.61169139296,3949476.14380854,74.08766180400012
215530.18885415723,3987589.765544375,72.1044531382947
215673.26643966988,3997701.5720970486,71.59802493657003
215677.80840353807,3991287.766082301,71.71771934523302
216634.87572302017,3992565.769256935,70.91491308146175
215727.93319935663,3952188.489343701,75.05897324193968
215764.84880705757,3953183.181779028,74.42626093661947
215743.6925353357,3946500.8637655657,74.57610903180324
215988.5342235284,3945440.974240986,74.86117207347263
216924.757834692,3946954.2570962026,75.05901036306778
215862.62929441352,3955978.540391704,74.72937474551435
215974.754439382,3940639.1409455785,73.59264582125817
216986.05590193192,3939468.2809790177,73.00663684457511
216113.38118645808,3942065.6834387216,73.55436898870036
216595.1085484701,3942887.622148883,73.54494764638785
216633.43594136272,3942560.1600162606,73.16415911430867
216370.16596912275,3960670.9299111697,74.10695241690425
216388.4981392229,3955041.7087003617,74.48512762156498
216554.14272302855,3958326.727821643,74.52797282762131
216661.0665069273,3996427.64945608,71.1917688358704
217134.37214444863,3987311.234810441,71.98755870589878
217998.165139315,3988449.331695702,72.64832715983914
217141.1706605304,3944079.463298563,73.20805608566125
217238.15597959343,3944702.1446442856,72.74049320452882
217339.72182859213,3943383.868449884,73.3668503727178
217693.7897049205,3945004.989968197,73.468203426148
218136.63981633075,3943822.001243149,73.10909610762276
218271.9336449918,3944872.199514872,73.21155289592855
218519.3842483209,3943276.770651661,72.66721114817001
218926.67814938613,3943869.680222154,73.38648497474236
217144.73264010367,3949371.273381511,74.53216504035507
217832.212617158,3949547.3638670985,74.62326276346137
217858.4424858917,3950741.976723942,74.43423950441971
217161.76973744296,3955929.047035816,74.75756700493753
217402.95724329795,3957160.2573218783,74.41982165826455
217214.56139356515,3989608.440162229,72.37817938744148
218421.49567433348,3989826.5559791257,71.36292643279563
217326.43239641935,3962866.950549085,74.77007435036633
217356.8346837974,3963682.367969791,74.68314656731691
217418.3006997505,3948135.2056108816,75.06633064952966
219017.2463119654,3947415.6549776928,74.35129110630292
217461.4917666241,3952668.109326592,74.9932886431326
218070.2481690696,3951808.531713707,74.33138675741417
217477.6689469486,3998733.1831387086,71.89783496506375
217490.18418456428,3959228.63940977,74.5103452412562
217501.1685815492,3986416.134222097,71.8820827325073
217614.05024246985,3941168.4313412737,73.3053753098376
217952.40065335413,3940957.905469129,73.59331895104776
218927.31320414896,3940801.202671199,71.93199998393217
218954.28168744143,3941204.524796131,73.03512112353937
218987.8045056566,3940871.458292638,72.69327512958196
217638.574874782,3968700.141952373,72.99890361731602
218562.72594171093,3967948.686003495,72.36018758821064
217646.25196965755,4002749.765264237,68.49847438073897
217672.69623402847,3969532.562750867,72.62264633760726
217707.490626777,3970515.79469473,72.7009347967762
217722.54770570964,3965474.98253461,74.55049792815413
218490.18268733972,3966319.105517141,74.65861940060842
217956.58138891528,3942458.122397574,73.59845404043533
218028.2897112565,3942846.80210402,72.63101309878597
218008.66287576235,3992973.015907031,71.25449809234904
218226.4758999468,3992544.568745792,72.67501477620323
218084.166286452,4126565.5148373097,56.53053605780333
218139.52743212783,4125656.449671169,56.17233944428755
218131.5537214329,3958229.1320012775,74.29257043112794
218301.6351005492,3959171.600482537,74.3605565398774
218155.0352535863,3994090.086561085,70.93723668469468
218393.22044409224,3994640.93396365,70.96591399352508
218935.84186337792,3994996.961162162,71.19309282277274
218304.7267391762,3996557.90633843,70.93574689008683
218685.4679877721,3996032.922747308,70.55340916959481
218732.225454743,4004350.9535483657,67.8298461466083
218852.0786270396,4003803.3655486754,68.24669166778473
218782.11161305124,3945743.0648473096,72.92006294961361
218846.84187296368,3946016.465347365,73.23844096638439
221058.00534376383,3973623.8483417295,73.29549380281902
222030.90238479624,3974089.966148576,73.85485475900798
222112.08278543653,3975199.4378903504,71.8800379660962
221072.5380153637,4000565.9154109033,68.33546808301367
221956.41553180607,3999800.667335251,69.43330317397903
222400.8037574936,4001034.4770250497,68.81760719378117
221085.7386723712,3942053.003528184,70.61863962320159
221091.3198349467,3942242.965567061,70.61863962320159
221143.9421970533,3942964.3584455447,71.15177079027305
221177.20828471013,3941748.8269279576,69.6881515272077
221183.1200618429,3941949.4408940994,70.61121044809727
221183.2178939627,3942338.051987184,70.78127470964586
221188.9509033301,3942150.0685512666,70.66388285413336
221292.24596011688,3942247.2430523294,69.85811927382322
221319.91940481495,3942018.023273119,69.43401780947362
221389.6271375604,3942143.682660524,70.6175259893585
221401.3653534769,3942545.035128216,70.36194207288654
221479.4192927854,3942743.394048931,73.12556798953294
221492.9358621064,3942241.080989313,70.66260588732662
221499.31957574587,3942459.894937354,70.61121044809727
221578.52141144933,3941736.839512503,69.6881515272077
221584.4332006998,3941937.452909092,70.74621504152364
221602.0691909997,3942539.54086663,70.78080203394802
221627.4816896872,3942046.286919623,70.79439579105929
221691.58391994424,3942282.8570677256,72.89059372338369
221728.71968274665,3942737.0499589946,71.02563814646327
221796.87475653572,3942333.759530277,71.15328780704152
221801.6802888857,3942496.433563486,70.74621504152364
221814.4399585711,3941893.631123738,73.00643639048336
222015.16263883747,3941888.591180753,73.00643639048336
222020.9742875772,3942089.207132448,73.00643639048336
222026.8716155243,3942289.942638205,73.00643639048336
222242.54679241724,3941882.8360451753,71.1607763759508
222248.25360881587,3942083.454940002,73.00643639048336
222252.92931859216,3943176.069300544,70.94887907777216
222452.10849034347,3941465.786753793,73.65903324675733
222454.6833612458,3942279.054113172,72.99954175962371
222472.5512985693,3941512.719902289,72.15128933608703
222639.4278237316,3941708.322491049,71.15277306073183
222649.61295533823,3942073.289900841,71.42646466349238
222661.19446448397,3942474.6436491343,73.12217264368246
222844.5429951877,3941867.541927313,70.38628115921264
222873.8459909448,3941499.681615173,69.67708695629116
221138.6767040432,3943416.4469303736,67.99563101455071
221158.22752841923,3943982.814279384,67.97842413430409
221349.49336416516,3943642.082460696,68.10679641950942
221351.2931707833,3943383.47188792,68.06634676358667
221398.9370608068,3944865.468493896,68.23021179674208
222209.4031238033,3945151.0268743546,67.8061078576506
222234.56704877253,3943608.4463050338,70.97687583258734
222293.5135072325,3943542.112351696,73.57365217737888
222667.4073569252,3944960.488204684,69.26579475587893
222729.92080985365,3945144.688751381,67.88939282066218
221139.4772452484,3947004.279900269,73.3795732441572
222036.11021357807,3946879.588733384,73.42967191864483
222097.85492466253,3946672.530030972,73.72287191159437
222137.1878533128,3945338.162244498,73.55404997046628
223010.02147186451,3945576.4483832847,67.97010180085103
223017.04802340988,3945819.786728072,70.11549760162109
221159.64279378083,3941146.846753172,71.38585167460597
221992.1623150106,3941125.071206369,68.59326880329746
222421.5218295027,3941112.2609700095,68.47567896843508
221183.41551613048,3948695.478719696,73.70669452396713
221995.8263170643,3949164.63382049,73.555797138229
222866.2146956233,3947417.5743058864,70.42518432493205
222907.98597482056,3948461.389008184,69.58864485468276
222921.3366331536,3947967.292474771,71.06186116673365
221189.7574288219,3972183.08848063,72.98184254302669
222801.9022698985,3971984.923370381,71.83732887084291
221227.65847053123,3969764.436072964,72.47654747636187
222239.5421851877,3970635.338198571,72.98534945607473
221255.63590688896,3956578.320852212,74.14831277783647
222478.5373001111,3955237.852667516,74.46931897047692
221265.22154726693,3954865.584124711,74.52949231913166
221336.72133992336,4002379.815244776,69.45182661690235
221347.6103987352,4117850.566317845,56.6585396064695
221356.8390621208,3989203.919850757,71.8594437938483
222600.43087075028,3988866.740019256,72.69262256463335
221389.79153729923,3990797.9059677417,72.67760830568668
222986.8831882948,3989906.50346453,72.53682271524374
221392.1873483137,3958159.071871988,74.24626058644867
222812.5846752568,3958790.184751205,74.43469485692444
221438.33948536607,3959756.3279822464,74.11368618954211
223038.75951952572,3959692.402578128,74.43446223118832
221451.4012616632,3992401.204287256,72.52907182369587
221475.14120977267,3961392.767484367,74.2998931923317
221525.3672899252,3994015.665046089,72.14296309712007
221586.7567005434,3995622.864182085,72.08581635777666
222377.8815737731,3995597.3036291935,71.34370561319544
221663.09923205315,4038274.075654212,68.78833842164299
222079.4345367381,4037485.296608829,68.95020881284835
222403.85347713364,4038948.615376169,68.9594841453903
222553.8141712373,4037977.250352072,69.16889680272793
221693.67002228956,3966120.867928874,74.63922979802935
221813.2589629008,4119439.039370823,56.472431593354855
222412.7004859452,4119638.212092836,56.39483358716863
222433.95847875864,4120440.89303172,56.77931443412311
221869.7136424911,3951961.581917456,74.5859931508461
221896.20019450976,3952789.6368330815,74.52670575978208
221973.7943446093,4039429.561828113,68.77119093520135
222416.1171591477,4039416.2146954406,69.00974120335785
221999.6826382973,3964218.077417401,73.19730412222731
222034.85263131149,4035927.108771665,69.12822936952031
222045.1420917476,4009293.0194002287,69.10485048304113
222653.62288708863,4009475.3602820905,69.65059045995821
222693.10340255912,4010656.4019945,69.28382629007628
222222.06649773807,4013139.669327633,69.20685686832593
222767.27866966417,4012479.71606293,69.53172860777283
222505.4588316774,4005092.756938773,69.01797961905481
222645.7755774675,4006652.809090349,69.20052152912972
222679.8991482426,3968709.003085023,72.77612240437762
222775.4946599372,4123116.525867925,56.43980954597806
222797.53962506077,4007669.667429045,69.00657848324349
222820.2921664184,4116697.123919393,56.69252276187674
222980.74228603687,4014720.359752304,69.02273112345198
223044.8749308853,3942115.4220567625,69.58974589134887
223180.2979962079,3942052.695040223,73.21883111177857
223183.0636907213,3942263.277697654,73.60499230846519
223202.7928697351,3941541.4411147065,69.86924323854471
223233.8447142569,3941912.978301937,71.899796167932
223416.9988345383,3941710.264461079,71.40493935867646
223603.9408608767,3941529.66180053,71.35917395720938
224005.26048339333,3941517.895246427,70.93989576477126
224029.87742817216,3942385.9665023983,73.35481075350312
224211.5349685381,3941668.445243376,71.567334395159
224405.7501764765,3941461.413759025,71.56991060144934
224647.0448150285,3942554.575626121,73.60536104500433
224733.1888237396,3942547.3609029534,73.50873227381071
223070.51535750355,3947659.44700402,69.97372211442875
223075.2242288611,3947411.622260853,67.96525625626268
223089.58404084228,3947858.4288493954,68.19675351007963
223118.89841398536,3948773.349069095,69.43824736680307
223173.86257669143,3948203.443969672,70.45885813760509
223264.58822102283,3948004.255778948,68.08853552269228
223282.27171655864,3947604.9889211874,68.72701645131967
223323.55733793904,3948419.020182108,68.16901907790304
223386.43215875857,3947716.28138176,73.53624420268628
223430.3944773425,3948020.646346557,68.01504311327423
223455.9785502052,3947802.394703785,68.17622552623874
223476.562722936,3947400.151330428,67.92295054393477
223500.00582307973,3948227.0645731,68.31871621383253
223586.19068138552,3949084.959471977,73.6193386105736
223620.81638581288,3948009.6193267447,68.3712030142281
223681.1943033001,3947518.95424724,67.93137456527225
223711.90137718944,3948478.142432507,67.94614877425718
223737.7074244141,3948325.291707032,68.27902630366493
223751.66351710336,3948680.9354602615,69.36240395260516
223891.56649030783,3947817.076272764,68.37585305420845
223906.08908754407,3948270.095327197,67.93918980010884
224638.1195808189,3948090.836562325,73.71660586517059
223108.8574434416,3951520.4913848974,72.88060836339162
223195.63085387228,3953137.892896712,73.3971934062967
224062.5805992625,3952105.674722932,72.76880200028765
224414.86575934803,3953144.235177034,72.92591593761209
223118.46727235755,3947163.942477201,67.99706658830495
223151.38756544847,3946788.080738336,67.97044331522957
223156.70921969728,3946329.445204962,68.82172729756132
223159.0680628624,3946128.575459063,68.23832174932922
223196.2272914305,3945859.528698748,67.97044331522957
223216.8360134678,3947087.356433645,70.40001372533644
223224.18423191324,3945446.0607742346,70.86938069329467
223339.94017591377,3945268.989658499,67.9090771409918
223350.80485507724,3947181.928283261,67.72946532529515
223373.5392035561,3945667.326889423,71.3500399084218
223430.7096875136,3945464.077642073,71.17293748098491
223443.30072666012,3947138.069796994,68.13361294591853
223566.56424484,3947197.547324925,67.9108243087545
223580.47764672744,3945660.566290736,70.40032801755437
223619.98330687772,3946123.5824767007,71.75471464906424
223736.35838722344,3946109.751986469,71.31577958192473
223897.8182879896,3946363.2802332286,73.68307311278434
223947.1492719608,3946239.2674400224,71.69879538169009
223956.219230422,3946972.883166209,69.32419146333608
224912.74279903708,3945338.943453252,73.68809188930385
223123.6521391505,3992447.752932136,72.53305368337037
225032.6330689432,3991788.893633154,72.50484410075407
223130.24828282424,3993878.398655988,71.86812321413022
223761.66346884967,3993277.3364360216,72.02050049550873
224088.539246492,3994043.550941765,72.14246319926163
224958.80755637304,3993280.003697474,72.00121235734649
223131.22080079385,3962986.74607411,74.27380446350101
224692.8621750677,3961317.175748449,74.44472003625408
224773.48482698336,3962905.111579907,74.28799710814566
223137.9258413844,3997799.05586692,71.20304375984618
223142.3410259139,4134504.3168408014,56.39139617070631
224857.8356247776,4134483.283897726,56.6459208976564
223165.3499282,3996155.0688874414,71.52364162007751
223190.15909317613,3995562.037788904,71.81936584973805
224148.1179231417,3995728.412589585,71.51470285243035
223166.79746513296,3977447.7459325655,72.2383632661894
223602.9002996819,3977288.559888299,72.13000669325714
224392.9127724295,3977351.112682676,72.26821112792598
224633.9657404333,3978294.207733245,72.64248613939405
224650.3979995206,3978695.2042110497,72.69263183397727
224667.00830977625,3979101.871038192,72.68338124885403
224842.64879728615,3978486.279932143,72.64676001860963
224859.07226327548,3978887.2763206,72.68338124885403
223204.4016970028,3965471.918340273,75.11182372855002
223754.60033042225,3965216.9289126312,75.0664740837177
223278.63034539248,3943514.681411341,73.69512510570841
223880.6170155009,3945179.970125811,73.70270029058327
224843.97499013308,3943838.0413075215,73.69332101888261
224990.56100063905,3943510.742127444,72.95494218504666
223357.6884114689,3967780.776973502,73.06633785862768
223367.5470301461,3928695.230311309,70.07558721595916
223421.84496047013,4009874.706330393,69.70713088754262
223935.07103915693,4011011.2942918665,69.68412073760258
224298.89309284292,4010676.437474345,69.6726503090188
223548.0298018286,3957021.717828299,74.59215030862742
224097.99427289848,3956013.3527582497,74.08496681009986
223586.2855873381,4012337.6154353553,69.6941954117697
224312.6723634129,4012283.155756119,69.54954922400408
223604.1773391591,3999744.8787981095,69.56195263027419
223923.14199525103,4000987.609597481,68.96877927586728
223684.301329604,3957932.42546451,74.19735226280221
223695.99479589585,3958234.709908664,74.6340006684506
223769.913147962,3940803.121343675,73.20801896453315
223940.75088210293,3939665.3003877033,73.60326493863747
224326.84900994587,3940051.61205616,68.7477372415591
224475.7495355419,3940549.8841533647,67.604188718706
224632.76659709268,3940180.3583760704,72.80196084318341
224676.45426886,3940543.474628685,68.6425433887412
224885.350594402,3940737.596618157,71.9128999261523
224895.9465901621,3941113.0959751816,72.67044811054058
223770.00111546624,3960599.208542488,74.39278757803818
224652.51228027945,3959635.127952752,74.2422020097761
223779.125605115,3933877.687810642,63.25581234851085
223808.3051076862,4006253.6201069024,69.66972021464055
224687.89815417063,4006907.6020998578,69.68276952853964
223809.47255179484,4014270.3729019775,68.73493101727047
224407.8760021588,4014107.113025197,68.44231258866121
223849.7664169249,4007816.0143420775,69.6583586746992
224977.98722842167,4007369.516481823,69.55662451102049
224981.36831916435,4007491.038547881,69.7299306844234
225021.10709027515,4008981.954423389,69.65654221416403
223918.4338033485,4122628.4715309488,56.74940717858157
223950.52446366963,4136868.684848229,56.06722973269336
223994.44949331484,4118764.440716225,56.21233869718933
224050.4815380928,4015847.7925712094,68.80058096969132
224732.73086542755,4016767.333668461,69.4911180936283
224086.33521318104,3971565.948512967,73.27535930293604
224105.14254511343,4002603.543671461,69.08082321419108
224153.4646726374,4005042.31573645,69.23734321346588
224946.342648597,4005020.297458752,69.72393438486384
224240.39341121764,4139061.092851128,56.765069819899104
224994.0302198357,4137760.785957973,56.87360952373001
224313.04235663623,3974885.4515781887,73.29253153679642
224734.40511787756,3974875.752351112,73.6943430010912
225002.1397392344,3975065.302160909,73.18681303870133
224316.2206465979,3975374.162847928,71.97170735457529
224515.3521946323,3954758.90638156,74.81470879479721
224610.3699606692,3950314.795577104,73.09987049338586
224823.68650102048,3949425.578793159,72.96458130464404
224735.48753000487,3988533.187773932,72.08008188032423
224756.63561696163,3989762.179871019,72.6197092448137
224862.10109727609,3990791.051694367,72.39545803520242
224875.70798409847,3979295.0415843846,70.67175048441274
224904.75797794524,4132832.9802254657,56.59422106517661
225034.3267477153,4131859.5804095166,56.43379097374165
225051.32284431744,3978678.356580996,71.64304431057815
225067.98351477488,3979087.2312083775,69.46197263095935
225259.9965612609,3978870.426302282,72.54555792443372
225061.15851817757,3969347.864345463,72.96897903858137
226783.711468603,3970960.941920512,71.80117309588398
225066.59546102825,3994946.024448616,71.72197733278925
226673.6156471335,3993322.664567241,71.66097989509062
225097.1149533391,3995938.0444044974,72.06174949305664
226220.5165309284,3995417.481618927,71.47042477082924
226266.09922190075,3995960.8564793146,71.33488315841632
225115.37266749336,4012196.80170638,69.30978138284581
227004.97631110123,4013003.519533636,69.4411481057181
225177.32534538655,3965722.3966903742,75.37189682678057
226896.4171995821,3966393.393152674,74.99315490623079
225221.82144366432,3955574.653458865,74.17767064068208
225254.8315487476,3957060.768295095,74.85110234878925
226819.79270940143,3956952.021206444,74.67868460771895
225275.454746751,3979250.026612996,75.02410461797409
225691.36474424045,3979265.27062006,72.59222279895735
225856.1334863038,3979861.5702521824,72.09989765063844
225899.31433231596,3979458.4863806,72.37835313150552
226074.1906696384,3979895.322333047,72.08739772943527
226124.2189949409,3980135.663997031,72.05866350154177
226288.12395500272,3980214.8671733895,72.61323830694732
226314.89566197275,3979844.295995543,72.66610374284954
226459.3990684564,3979976.4194582216,72.7104511172231
226506.38747534,3980438.773006847,72.97131860759505
226928.40682624016,3980129.22640408,75.90830266722371
225326.35673543363,4002988.139260089,75.3204650417534
225677.17116577225,4001735.113223469,76.10323579531662
226466.7637032739,4002623.489317063,75.94152378759118
226938.7110710498,4002933.271012026,75.51833055350916
225380.17272929376,4013802.475770668,69.6460394096528
225390.58793989575,3968123.442828334,72.16252500528851
226170.972019477,3968072.359607377,72.1931944813271
225405.271804834,4011102.692011776,69.5981531544001
226587.7604353469,4010034.192019487,69.37228841308729
226695.3694380588,4010975.821338268,69.57676396038723
225441.80842164168,4137080.560563518,56.49383811056085
225457.03500512848,4136031.2535371073,56.769435264564
225457.21225325332,4020008.627542298,69.11014890539235
226227.1421414553,4020959.0237156246,69.16928038771835
225790.4747767151,3971606.697551469,73.6827612091231
225822.8601662152,3972107.4866962177,73.96810637136606
226324.45627459435,3972093.594862605,73.21384711892772
225526.21813370573,3990136.709733444,72.69104120457617
226523.449204054,3989222.240648531,72.05587395531742
226560.82071309464,3990770.928366473,72.54104957436373
225553.310243897,3965028.901610328,74.58584209075117
226166.2569986711,3964410.269799226,75.4491953892001
225554.17345884303,3998523.2194442777,75.19897253895647
226717.30425614887,3998116.182218079,75.42613651975289
225578.6090308512,3975324.791386912,73.85352087313815
226789.9380210783,3976601.746608893,73.29168022559193
225620.2521468506,4015770.290178069,69.48057321850521
226792.2162427441,4015367.952611561,69.55594890648902
226866.18675213063,4016201.565405,69.55308315539948
225629.92342773103,4000146.933756084,75.6823514954026
226394.8424453275,3999675.573335658,75.50919133177023
225658.785414594,4139042.1741361953,64.99950816794454
226580.4954128142,4137884.2795968177,65.00755355377537
226820.2896384688,4139087.441957121,64.45698783020492
225660.5800376148,4023314.286516571,60.856181930496746
225920.56966985192,4023954.425602193,68.0136130539106
226311.44798762267,4023519.888644152,68.15387894856008
225696.8092992336,3941204.704549165,73.55949665386231
225906.15791764023,3940188.225433784,73.5070222271761
226244.4565704745,3940290.418504416,72.91464821439433
226573.59005545388,3940133.610487813,73.59505621984299
227003.4606673877,3940258.157893144,72.64565614645161
225731.1936859701,4003369.1792915007,69.62227446344134
225731.62428724137,4004983.1615872737,69.5610072788785
226512.26465261256,4004107.6439953176,69.27607044904465
225747.2979288316,3942974.32887214,73.3612527300675
225872.00698620023,3942248.2757142894,73.50867310347334
225902.08949270908,3941399.0360761737,73.65972144846577
226307.38136928683,3941423.390851392,73.52212085081408
226338.30418955864,3942755.25920866,73.26073861413244
226701.9081836866,3942122.168525264,73.05814634539824
226860.4878374007,3942325.991419816,73.03070888224649
225762.95808139877,4018999.845947628,69.38708489474908
226136.18434227345,4018031.8217580505,69.66578784980352
225773.6084423016,4027306.052714781,69.03270185846041
225773.8405757934,3944327.80939467,73.4476954637097
226214.66943808983,3943576.117743978,73.2993272641663
226721.2964002324,3943392.749053344,73.10188245852903
225774.5015321472,3957545.1351466994,75.59732106403989
225820.8408686936,4006586.471885306,69.66834673290074
226522.359734355,4006571.231654917,69.25908629556666
225841.59168266944,3953481.972173893,73.12950552732131
225942.2593601966,3954879.33292655,73.0022914213128
227000.81208292904,4007704.9542069416,69.6539932300343
225910.7359626649,3949314.3820776334,72.82310278647653
226179.7663395469,3951178.679283351,73.71970424199625
226858.9275357073,3950236.179471512,73.11056137827948
225941.0202227533,4022664.513169488,69.47771984112504
226006.7723865534,4022876.040882289,64.14857356954973
225951.6261369526,3946758.832821777,73.62728748147136
226446.4110637136,3945388.317027599,73.68686194259271
226660.74314148928,3945468.18519809,72.82638429420082
226086.93763724453,3973404.314592858,72.78659530817312
226159.46279615667,3991634.459733389,72.33525251490332
226224.0299415568,3959548.0211068536,74.89849108008474
226266.9494924842,3961223.305465385,74.9447910257965
226379.95338129805,3962831.109294565,75.40283604968337
226284.3098849801,3948049.473062855,73.6876662337016
226304.8074648305,4131216.131579768,56.20952986516288
226380.9145956232,4126464.686614787,56.26890387219248
226407.819733994,3921322.838618564,67.46513681305011
226799.6559464537,3922980.3026036094,68.75399970397469
226435.3845670904,4128077.294908181,56.15367741581931
226447.6704751861,3923393.158714757,70.4793364031409
226858.15748403096,3923509.808045255,70.74154767835017
226448.6734226634,3952616.855341597,73.11278122174004
226894.8856692128,3951603.2573234695,73.16245424062542
226846.0924462397,4104236.357798861,65.86238155727995
227055.5469043383,3969943.183067336,72.81176363684011
227055.651822528,4022119.223043771,69.66374371301599
227073.2713376096,4009314.3403406856,69.65429019905912
228945.4849309367,4009477.959844937,69.3177178800342
227121.75580920823,3979911.322587414,75.7659827368192
227134.69799255408,3980212.23885438,75.89265982384116
227157.5278931359,3980898.4785315287,72.94076791916639
227289.4981479881,3980636.164769896,72.88056487360916
227345.00609117505,3980404.644610369,73.7301858294019
227460.60702221008,3980875.7582296175,72.81456598258414
227495.09270925305,3981201.786043836,72.76669210104082
