X,Y,value
432065.0,3509633.7,0.03954111843531305
432065.0,3511633.7,0.03927422882742297
432065.0,3513633.7,0.04177100526747541
432065.0,3515633.7,0.04177100526747547
432065.0,3517633.7,0.04177100526747547
432065.0,3519633.7,0.04177100526747547
432065.0,3521633.7,0.04177100526747548
432065.0,3523633.7,0.038604044050830726
432065.0,3527633.7,0.03814472960140842
434065.0,3499633.7,0.040316530834336936
434065.0,3509633.7,0.0391515138759938
434065.0,3511633.7,0.03962258908704747
434065.0,3513633.7,0.04177100526747541
434065.0,3515633.7,0.04177100526747547
434065.0,3517633.7,0.04177100526747547
434065.0,3519633.7,0.0396498730089014
434065.0,3521633.7,0.04177100526747547
434065.0,3523633.7,0.041771005267475465
434065.0,3525633.7,0.041390488904856804
434065.0,3531633.7,0.041306175094496266
434065.0,3537633.7,0.0403746400919491
434065.0,3539633.7,0.04102789546599766
434065.0,3541633.7,0.04102789546599766
436065.0,3511633.7,0.03843427062785564
436065.0,3513633.7,0.04177100526747547
436065.0,3515633.7,0.03990159050053316
436065.0,3517633.7,0.04177100526747547
436065.0,3519633.7,0.04177100526747547
436065.0,3521633.7,0.03985173487643625
436065.0,3523633.7,0.04093239027588233
436065.0,3525633.7,0.04139048890485679
436065.0,3535633.7,0.04172020443461456
436065.0,3537633.7,0.040594081229057055
436065.0,3539633.7,0.04172020443461456
436065.0,3541633.7,0.04102789546599766
436065.0,3543633.7,0.03967102119279317
436065.0,3545633.7,0.04157523868104044
438065.0,3509633.7,0.04177100526747541
438065.0,3513633.7,0.04177100526747546
438065.0,3517633.7,0.04136944437351802
438065.0,3519633.7,0.04177100526747546
438065.0,3521633.7,0.04177100526747547
438065.0,3523633.7,0.04139048890485678
438065.0,3529633.7,0.040295181451322076
438065.0,3535633.7,0.04172020443461456
438065.0,3537633.7,0.04172020443461457
438065.0,3539633.7,0.04172020443461456
438065.0,3541633.7,0.0408929091871419
438065.0,3545633.7,0.04157523868104044
440065.0,3509633.7,0.04177100526747541
440065.0,3511633.7,0.041771005267475424
440065.0,3513633.7,0.04177100526747547
440065.0,3515633.7,0.04177100526747547
440065.0,3517633.7,0.04177100526747547
440065.0,3519633.7,0.04177100526747547
440065.0,3521633.7,0.03886563351393678
440065.0,3523633.7,0.03977927386454529
440065.0,3525633.7,0.03655038871672298
440065.0,3537633.7,0.04220474657498332
440065.0,3539633.7,0.04057727847791289
440065.0,3541633.7,0.04124870686866809
440065.0,3553633.7,0.042702806577814785
440065.0,3555633.7,0.0401672374740346
440065.0,3557633.7,0.04133100489430755
440065.0,3589633.7,0.04484645842090546
442065.0,3509633.7,0.03955248090752665
442065.0,3513633.7,0.04177100526747547
442065.0,3515633.7,0.038865633513936765
442065.0,3521633.7,0.040442920720336575
442065.0,3523633.7,0.04125001717609833
442065.0,3525633.7,0.04125001717609833
442065.0,3537633.7,0.04120947057314485
442065.0,3539633.7,0.04231688281351398
442065.0,3541633.7,0.04248649073015577
442065.0,3555633.7,0.04075918234842854
442065.0,3557633.7,0.040149132782733056
442065.0,3567633.7,0.04347525427610965
442065.0,3569633.7,0.042221899877146384
442065.0,3583633.7,0.041492546263807745
442065.0,3587633.7,0.04424885006879085
442065.0,3589633.7,0.04491223226138279
442065.0,3591633.7,0.0417895047212121
442065.0,3595633.7,0.044451714789441536
444065.0,3507633.7,0.04177100526747547
444065.0,3511633.7,0.040442920720336555
444065.0,3513633.7,0.040442920720336575
444065.0,3523633.7,0.04125001717609833
444065.0,3533633.7,0.041674374639648536
444065.0,3535633.7,0.041953773507619314
444065.0,3537633.7,0.041953773507619314
444065.0,3539633.7,0.04160766031100239
444065.0,3553633.7,0.04405538884686403
444065.0,3559633.7,0.04378557535152001
444065.0,3563633.7,0.041038360937175465
444065.0,3565633.7,0.0359054939903734
444065.0,3567633.7,0.04472081157563925
444065.0,3569633.7,0.04137308951213318
444065.0,3571633.7,0.03592533958032941
444065.0,3573633.7,0.039034619339532915
444065.0,3581633.7,0.041375162579557076
444065.0,3591633.7,0.04509650595779315
444065.0,3599633.7,0.04499224583760862
444065.0,3621633.7,0.04015449822976126
444065.0,3627633.7,0.037073852590233415
444065.0,3629633.7,0.039100769240606716
444065.0,3643633.7,0.04284567720908348
444065.0,3645633.7,0.040263004348038624
446065.0,3505633.7,0.04177100526747547
446065.0,3507633.7,0.04189110586903588
446065.0,3511633.7,0.040442920720336555
446065.0,3513633.7,0.040442920720336555
446065.0,3531633.7,0.04167437463964855
446065.0,3537633.7,0.04439709439908758
446065.0,3539633.7,0.04440139224168084
446065.0,3541633.7,0.04440578743858362
446065.0,3547633.7,0.04435888617324671
446065.0,3549633.7,0.04445818163917559
446065.0,3557633.7,0.041376230381519115
446065.0,3559633.7,0.043410111958807035
446065.0,3563633.7,0.04206218103501763
446065.0,3573633.7,0.04034528278548684
446065.0,3593633.7,0.04309502483543392
446065.0,3595633.7,0.04230924454908947
446065.0,3599633.7,0.040493101481657454
446065.0,3627633.7,0.041491859470023186
446065.0,3643633.7,0.04507353794997818
446065.0,3645633.7,0.04485997678589959
448065.0,3507633.7,0.0404429207203366
448065.0,3509633.7,0.036341841302644694
448065.0,3515633.7,0.03861976682074202
448065.0,3527633.7,0.04048188291871309
448065.0,3533633.7,0.04403821708951708
448065.0,3535633.7,0.04439857376283719
448065.0,3537633.7,0.0444031200736389
448065.0,3539633.7,0.03765381921959254
448065.0,3593633.7,0.04276660844511692
448065.0,3595633.7,0.044798373725489
448065.0,3597633.7,0.04479816932706237
448065.0,3599633.7,0.04616413785771696
448065.0,3627633.7,0.040519810173797306
448065.0,3633633.7,0.041285248975533366
448065.0,3643633.7,0.043171491067600286
448065.0,3645633.7,0.04091296705194287
450065.0,3515633.7,0.04044292072033655
450065.0,3517633.7,0.039275362733554725
450065.0,3523633.7,0.03713280441380739
450065.0,3529633.7,0.040481882918713075
450065.0,3535633.7,0.044404563555597625
450065.0,3543633.7,0.044365318874412994
450065.0,3545633.7,0.043110466619185994
450065.0,3547633.7,0.043791648051717896
450065.0,3549633.7,0.04406555475115365
450065.0,3559633.7,0.04390679320028009
450065.0,3595633.7,0.046139670531632995
450065.0,3597633.7,0.04625952230845517
450065.0,3599633.7,0.04618029551032943
450065.0,3601633.7,0.04592701673926584
450065.0,3603633.7,0.045478980451234795
450065.0,3605633.7,0.045477886420215656
450065.0,3619633.7,0.04006094782731569
450065.0,3625633.7,0.04207278457627704
450065.0,3639633.7,0.045572579944736805
452065.0,3513633.7,0.03778675003434647
452065.0,3515633.7,0.040442920720336555
452065.0,3517633.7,0.04044292072033653
452065.0,3519633.7,0.040442920720336534
452065.0,3535633.7,0.04423505325299429
452065.0,3537633.7,0.044678286032703365
452065.0,3539633.7,0.04337844110948177
452065.0,3541633.7,0.04472495180939841
452065.0,3545633.7,0.043088045999947075
452065.0,3547633.7,0.04220435204650606
452065.0,3553633.7,0.040471707495941416
452065.0,3559633.7,0.044010596579554875
452065.0,3591633.7,0.04444579399299817
452065.0,3599633.7,0.04616833162198118
452065.0,3601633.7,0.04616577020414258
452065.0,3603633.7,0.04508667536191131
452065.0,3607633.7,0.045919551025083584
452065.0,3613633.7,0.04471658958326383
452065.0,3619633.7,0.040212685708471106
452065.0,3621633.7,0.038777747242675055
452065.0,3623633.7,0.043296354230393776
452065.0,3637633.7,0.04371977290843402
452065.0,3643633.7,0.04611860317300682
